RiskCategory, TimeWindow, Flight, attOnBody_coverage, attOnBody_payoff, attOnBody_utility, attInCarryOn_coverage, attInCarryOn_payoff, attInCarryOn_utility
SELECTEE, 240, Flight1, 0.5833333333560664, 12499.999999318008, 4631.249999747322, 0.7500000000238376, 7499.999999284872, 2778.749999735045
SELECTEE, 240, Flight2, 0.3750000000182123, 12499.999999635753, 4631.249999865046, 0.75000000001022, 4999.999999795599, 1852.4999999242696
SELECTEE, 240, Flight3, 0.7916666666762467, 12499.999999425196, 4631.2499997870345, 0.8431741512709673, 9409.550923741963, 3486.238617246397
SELECTEE, 240, Flight4, 0.8214285714364877, 12499.99999944586, 4631.249999794691, 0.9070929910205334, 6503.49062856266, 2409.5432778824656
SELECTEE, 240, Flight5, 0.7916666666750549, 12499.999999496706, 4631.249999813529, 0.8547502973048349, 8714.982161709908, 3228.900890913521
SELECTEE, 240, Flight6, 0.6875000000135141, 12499.999999459436, 4631.249999799721, 0.7500000000111279, 9999.999999554884, 3704.9999998350845
SELECTEE, 240, Flight7, 0.5833333333503469, 12499.999999489593, 4631.249999810894, 0.7500000000143052, 7499.999999570843, 2778.749999840997
SELECTEE, 240, Flight8, 0.8611111111185032, 12499.999999334708, 4631.24999975351, 0.919462232735671, 7248.399053789613, 2685.531849429052
SELECTEE, 240, Flight9, 0.7500000000106062, 12499.99999946969, 4631.24999980352, 0.750000000022503, 12499.99999887485, 4631.249999583131
SELECTEE, 240, Flight10, 0.6875000000135141, 12499.999999459436, 4631.249999799721, 0.7500000000111279, 9999.999999554884, 3704.9999998350845
SELECTEE, 240, Flight11, 0.2500000000200084, 7499.999999799916, 2778.749999925869, 0.7500000000070224, 2499.999999929776, 926.2499999739821
SELECTEE, 240, Flight12, 0.6875000000135141, 12499.999999459436, 4631.249999799721, 0.7500000000111279, 9999.999999554884, 3704.9999998350845
SELECTEE, 240, Flight13, 0.5833333333503469, 12499.999999489593, 4631.249999810894, 0.7500000000143052, 7499.999999570843, 2778.749999840997
SELECTEE, 240, Flight14, 0.7500000000098392, 12499.999999508038, 4631.249999817728, 0.7500000000185522, 12499.999999072392, 4631.249999656321
SELECTEE, 240, Flight15, 0.821428571437282, 12499.99999939026, 4631.2499997740915, 0.8909602419914273, 7632.783060600088, 2827.9461239523325
SELECTEE, 240, Flight16, 0.8214285714364877, 12499.99999944586, 4631.249999794691, 0.9070929910205334, 6503.49062856266, 2409.5432778824656
SELECTEE, 240, Flight17, 0.5833333333522533, 12499.999999432399, 4631.249999789704, 0.7500000000174827, 7499.99999947552, 2778.74999980568
SELECTEE, 240, Flight18, 0.8214285714369954, 12499.99999941032, 4631.249999781524, 0.8954797034761942, 7316.420756666405, 2710.733890344903
SELECTEE, 240, Flight19, 0.8611111111190115, 12499.999999288964, 4631.249999736561, 0.9125372174357396, 7871.650430783439, 2916.4464846052642
SELECTEE, 240, Flight20, 0.7916666666772002, 12499.999999367988, 4631.24999976584, 0.8388294990565165, 9670.23005660901, 3582.8202359736383
SELECTEE, 240, Flight21, 0.5833333333478958, 12499.999999563124, 4631.249999838137, 0.75000000001022, 7499.999999693398, 2778.749999886404
SELECTEE, 240, Flight22, 0.7500000000096013, 12499.999999519934, 4631.249999822136, 0.7500000000173588, 12499.99999913206, 4631.249999678428
SELECTEE, 240, Flight23, 0.3750000000182123, 12499.999999635753, 4631.249999865046, 0.75000000001022, 4999.999999795599, 1852.4999999242696
SELECTEE, 240, Flight24, 0.8611111111197741, 12499.999999220328, 4631.249999711132, 0.9072135739761988, 8350.778342142105, 3093.9633757636498
SELECTEE, 240, Flight25, 0.37500000001780226, 12499.999999643956, 4631.249999868086, 0.7500000000095391, 4999.999999809217, 1852.499999929315
SELECTEE, 240, Flight26, 0.7916666666754841, 12499.999999470952, 4631.2499998039875, 0.8492394203882823, 9045.634776703064, 3351.407684768485
