RiskCategory, TimeWindow, Flight, attOnBody_coverage, attOnBody_payoff, attOnBody_utility, attInCarryOn_coverage, attInCarryOn_payoff, attInCarryOn_utility
SELECTEE, 240, Flight1, 0.5833333333361228, 12499.999999916316, 4631.249999968994, 0.7500000000039637, 7499.999999881088, 2778.749999955943
SELECTEE, 240, Flight2, 0.37500000000158545, 12499.999999968291, 4631.249999988252, 0.7500000000017997, 4999.999999964007, 1852.4999999866645
SELECTEE, 240, Flight3, 0.7916666666678521, 12499.999999928872, 4631.249999973647, 0.8436792914687126, 9379.242511877246, 3475.0093506505195
SELECTEE, 240, Flight4, 0.8214285714295657, 12499.9999999304, 4631.249999974213, 0.9056764248964206, 6602.650257250555, 2446.281920311331
SELECTEE, 240, Flight5, 0.7916666666676623, 12499.999999940263, 4631.249999977867, 0.854692594079496, 8718.444355230236, 3230.1836336128026
SELECTEE, 240, Flight6, 0.6875000000015747, 12499.99999993701, 4631.249999976662, 0.7500000000019452, 9999.99999992219, 3704.9999999711717
SELECTEE, 240, Flight7, 0.5833333333352131, 12499.999999943608, 4631.249999979106, 0.7500000000024499, 7499.999999926502, 2778.749999972769
SELECTEE, 240, Flight8, 0.8611111111121207, 12499.999999909138, 4631.249999966336, 0.9196674007053469, 7229.933936518778, 2678.690523480207
SELECTEE, 240, Flight9, 0.7500000000012457, 12499.999999937716, 4631.249999976923, 0.7500000000031486, 12499.99999984257, 4631.249999941672
SELECTEE, 240, Flight10, 0.6875000000015747, 12499.99999993701, 4631.249999976662, 0.7500000000019452, 9999.99999992219, 3704.9999999711717
SELECTEE, 240, Flight11, 0.25000000000324535, 7499.999999967546, 2778.7499999879756, 0.7500000000012993, 2499.999999987007, 926.249999995186
SELECTEE, 240, Flight12, 0.6875000000015747, 12499.99999993701, 4631.249999976662, 0.7500000000019452, 9999.99999992219, 3704.9999999711717
SELECTEE, 240, Flight13, 0.5833333333352131, 12499.999999943608, 4631.249999979106, 0.7500000000024499, 7499.999999926502, 2778.749999972769
SELECTEE, 240, Flight14, 0.7500000000011239, 12499.999999943806, 4631.24999997918, 0.7500000000025908, 12499.999999870459, 4631.249999952005
SELECTEE, 240, Flight15, 0.8214285714296921, 12499.999999921556, 4631.249999970936, 0.8913621414996242, 7604.650095026304, 2817.5228602072457
SELECTEE, 240, Flight16, 0.8214285714295657, 12499.9999999304, 4631.249999974213, 0.9056764248964206, 6602.650257250555, 2446.281920311331
SELECTEE, 240, Flight17, 0.5833333333355163, 12499.999999934511, 4631.2499999757365, 0.750000000002955, 7499.999999911351, 2778.7499999671554
SELECTEE, 240, Flight18, 0.8214285714296466, 12499.999999924734, 4631.249999972114, 0.8953611584242287, 7324.718910303991, 2713.808356267629
SELECTEE, 240, Flight19, 0.8611111111122014, 12499.999999901875, 4631.249999963645, 0.9127168043148436, 7855.487611664077, 2910.4581601215405
SELECTEE, 240, Flight20, 0.7916666666680039, 12499.999999919766, 4631.249999970273, 0.8396026481062981, 9623.841113622111, 3565.6331325969923
SELECTEE, 240, Flight21, 0.5833333333348235, 12499.999999955295, 4631.249999983436, 0.7500000000018006, 7499.999999945983, 2778.7499999799866
SELECTEE, 240, Flight22, 0.7500000000010869, 12499.999999945654, 4631.249999979865, 0.7500000000024113, 12499.999999879436, 4631.249999955331
SELECTEE, 240, Flight23, 0.37500000000158545, 12499.999999968291, 4631.249999988252, 0.7500000000017997, 4999.999999964007, 1852.4999999866645
