TimeWindow, Flight, RiskCategory, O153, O154, O155, O156, O157, O158, O159, O160
240, Flight1, SELECTEE, 0.3333333333089295, 0.3555917033328508, 0.31107496268086043, 2.9369745374590885E-10, 9.79333842636893E-11, 1.2270201477244275E-10, 6.68633570214521E-11, 9.793150516968012E-11
240, Flight1, UNKNOWN, 0.9999999999914259, 2.897866015544752E-12, 2.871101965637269E-12, 1.3033491699502122E-12, 8.037248116553337E-13, 9.9497512663023E-13, 6.675571865018861E-13, 8.036425585282393E-13
240, Flight1, LOWRISK1, 0.9999999999658518, 8.916452167425862E-12, 8.916345061240562E-12, 5.477157899277802E-12, 3.0927684074467507E-12, 3.901915772768206E-12, 2.5189285767291343E-12, 3.0927980567466155E-12
240, Flight1, LOWRISK2, 0.999999999890613, 2.7559533581562217E-11, 2.7560370171441405E-11, 1.6963445700699605E-11, 9.585069549766459E-12, 1.2093152153196064E-11, 7.808654679997355E-12, 9.585038411456162E-12
240, Flight1, LOWRISK3, 0.9999999998166158, 4.589839051743048E-11, 4.5898409406839314E-11, 2.8255147438563607E-11, 1.5970148471123305E-11, 2.0148474366918538E-11, 1.301165676586372E-11, 1.597003086243792E-11
240, Flight1, LOWRISK4, 0.9999999997796226, 5.5066242884017717E-11, 5.5065812423773025E-11, 3.39002876566532E-11, 1.9162434660085186E-11, 2.417574502515208E-11, 1.5612981733978548E-11, 1.9162275416834586E-11
240, Flight2, SELECTEE, 0.7499999999141688, 0.14219360302998446, 0.1078063968635776, 8.391489441483811E-11, 2.7980367176867754E-11, 3.5058666848797594E-11, 1.9103759440786253E-11, 2.7979844277388447E-11
240, Flight2, UNKNOWN, 0.9999999999919831, 2.846018992759429E-12, 2.7936962680523755E-12, 1.1518932480121189E-12, 7.364898075613524E-13, 9.04892230205253E-13, 6.156719905148247E-13, 7.363887172614504E-13
240, Flight2, LOWRISK1, 0.9999999999708361, 7.68305104559717E-12, 7.682941453659881E-12, 4.71468201083526E-12, 2.6623678323508743E-12, 3.3587673746013716E-12, 2.168408335360486E-12, 2.6623963433725255E-12
240, Flight2, LOWRISK2, 0.999999999943209, 1.4525024079040102E-11, 1.4525586649201733E-11, 8.936166962066135E-12, 5.0469071568513976E-12, 6.367628941118637E-12, 4.110861419542261E-12, 5.046926978140934E-12
240, Flight2, LOWRISK3, 0.9999999998166164, 4.5898230428298874E-11, 4.5898232068415454E-11, 2.825503024563795E-11, 1.5970100169947317E-11, 2.0148420756952764E-11, 1.3011627896607464E-11, 1.596998222231542E-11
240, Flight2, LOWRISK4, 0.9999999998782791, 3.061642092734295E-11, 3.061707964428681E-11, 1.8845453132922144E-11, 1.0649262463819966E-11, 1.3435770194334366E-11, 8.675843062031174E-12, 1.064921404915502E-11
240, Flight3, SELECTEE, 2.4518325947932415E-11, 0.2803646276914922, 0.2335811838096741, 0.39574794894003623, 0.04597443054537314, 1.404390334418231E-10, 1.4053766775340946E-10, 0.044331808709697364
240, Flight3, UNKNOWN, 0.9999999999930331, 2.8340388707445714E-12, 2.706461136699392E-12, 7.967771300087106E-13, 5.92421065204255E-13, 7.066520601915703E-13, 5.064637824482189E-13, 5.922714401069213E-13
240, Flight3, LOWRISK1, 0.9999999999646558, 9.212545811266246E-12, 9.212437977413707E-12, 5.659908930135125E-12, 3.196000964577333E-12, 4.032169561899488E-12, 2.6030152594297E-12, 3.196032908139961E-12
240, Flight3, LOWRISK2, 0.9999999999483258, 1.347302065610013E-11, 1.3473723493396277E-11, 8.112974079088602E-12, 4.515628150611105E-12, 5.6976410011938516E-12, 3.653788908096521E-12, 4.515683038456216E-12
240, Flight3, LOWRISK3, 0.9999999998782745, 3.061774913557096E-11, 3.061852243968538E-11, 1.8846178920786877E-11, 1.0649593091277133E-11, 1.343621446142754E-11, 8.676077442806828E-12, 1.064954517009735E-11
240, Flight3, LOWRISK4, 0.9999999998782784, 3.0616685707885244E-11, 3.0617348531295555E-11, 1.8845569652702976E-11, 1.0649311326546423E-11, 1.3435830351784931E-11, 8.675874097904356E-12, 1.0649262614265343E-11
240, Flight4, SELECTEE, 8.16438228283835E-12, 0.07779560730657872, 0.07118511692980913, 0.7051003419929012, 0.07889069754682902, 4.6828730884226534E-11, 4.682547843111428E-11, 0.06702823612383177
240, Flight4, UNKNOWN, 0.9999999999825844, 4.7912787261477166E-12, 4.795858717208445E-12, 2.9006829231810914E-12, 1.6428577390025221E-12, 2.0709612742766792E-12, 1.339191842035234E-12, 1.6428746615930059E-12
240, Flight4, LOWRISK1, 0.9999999999455533, 1.6225836796366537E-11, 1.622569674053854E-11, 7.938620615745805E-12, 3.92477817016235E-12, 4.951947662727511E-12, 3.0232916548823813E-12, 3.92478698554337E-12
240, Flight4, LOWRISK2, 0.7857142858042209, 0.12548573095785828, 0.0887999831038576, 5.874374934582536E-11, 1.9586772365352595E-11, 2.4541679229435506E-11, 1.3372866579721217E-11, 1.9586397379992884E-11
240, Flight4, LOWRISK3, 0.9999999995540507, 1.602875894529989E-10, 1.603313176561256E-10, 4.7802553407798865E-11, 1.9894760027328454E-11, 2.5064677457817538E-11, 1.4442124878120857E-11, 1.9894470750737502E-11
240, Flight4, LOWRISK4, 0.9999999998782776, 3.0616845903254864E-11, 3.061750057833584E-11, 1.8845607332042388E-11, 1.0649329696682467E-11, 1.343585793180009E-11, 8.675887993144173E-12, 1.064928048165373E-11
240, Flight5, SELECTEE, 9.18863040320721E-12, 0.28025851113043226, 0.17498873093344397, 0.48379580331401467, 0.03083596349402822, 5.2677943089986595E-11, 5.268284593959831E-11, 0.03012099101529966
240, Flight5, UNKNOWN, 0.9999999999933222, 2.8639465738317627E-12, 2.704532029070933E-12, 6.717126435321008E-13, 5.46247149256323E-13, 6.412413689660266E-13, 4.721393085726594E-13, 5.460807003289839E-13
240, Flight5, LOWRISK1, 0.999999999977563, 6.02161991459372E-12, 6.0223350144687116E-12, 3.681711355885068E-12, 2.0803836115583944E-12, 2.6240039932945593E-12, 1.6947047353131305E-12, 2.0804098657619717E-12
240, Flight5, LOWRISK2, 0.999999999927581, 1.875572533041008E-11, 1.875648085783138E-11, 1.1250967920628144E-11, 6.246592858517071E-12, 7.882067918128338E-12, 5.048954226141451E-12, 6.246568242757678E-12
240, Flight5, LOWRISK3, 0.9999999998166071, 4.590110567897027E-11, 4.590118119174333E-11, 2.825644769501358E-11, 1.5970718020364584E-11, 2.0149212238246273E-11, 1.3012046684517637E-11, 1.597059767514983E-11
240, Flight5, LOWRISK4, 0.9999999998430412, 3.9349594185683116E-11, 3.9349885318164686E-11, 2.4222665208009853E-11, 1.368985543896789E-11, 1.7271728641994866E-11, 1.1153509014669528E-11, 1.3689766270937844E-11
240, Flight6, SELECTEE, 0.12499999996488795, 0.527973498286065, 0.34702650152434406, 9.796195846437608E-11, 3.2653509790229105E-11, 4.091109246213584E-11, 2.2291777141208723E-11, 3.265272025471452E-11
240, Flight6, UNKNOWN, 0.9999999999898896, 3.133807295476938E-12, 3.140335079126139E-12, 1.651638342172165E-12, 9.704044460782793E-13, 1.2137044655808117E-12, 7.981988598266426E-13, 9.703596519335532E-13
240, Flight6, LOWRISK1, 0.9999999999669733, 8.638897963740555E-12, 8.638763901436982E-12, 5.305540864719362E-12, 2.9959136403044912E-12, 3.779677988946473E-12, 2.4400496270562047E-12, 2.9959437847794563E-12
240, Flight6, LOWRISK2, 0.9999999999511826, 1.2549411328239352E-11, 1.2549763853007122E-11, 7.718645021451171E-12, 4.35888140747422E-12, 5.49951735678807E-12, 3.5503065269208685E-12, 4.3589075295819855E-12
240, Flight6, LOWRISK3, 0.9999999997241301, 6.881826974411043E-11, 6.881729697431308E-11, 4.236858049937607E-11, 2.3951116031925698E-11, 3.021685366518538E-11, 1.9515102264583226E-11, 2.395089827913003E-11
240, Flight6, LOWRISK4, 0.9999999996316574, 9.173381140925111E-11, 9.173195911126638E-11, 5.648026172986989E-11, 3.1931397725960516E-11, 4.0284287255672004E-11, 2.6018098183349887E-11, 3.193108665221554E-11
240, Flight7, SELECTEE, 0.3333333332887707, 0.3800635147181345, 0.286603151655224, 1.4689757449611697E-10, 4.897360739116758E-11, 6.136034459872764E-11, 3.343504475204848E-11, 4.8972538095737915E-11
240, Flight7, UNKNOWN, 0.9999999999925242, 2.822421369101241E-12, 2.7362515327375127E-12, 9.833791838860408E-13, 6.657479801893824E-13, 8.085455170078968E-13, 5.616891409779838E-13, 6.656244713632429E-13
240, Flight7, LOWRISK1, 0.9999999999690176, 8.132827711141116E-12, 8.132692009878776E-12, 4.9928502457549255E-12, 2.8193743640304683E-12, 3.5569052529361896E-12, 2.296269537540826E-12, 2.8194036269749332E-12
240, Flight7, LOWRISK2, 0.999999999890613, 2.7559533581562217E-11, 2.7560370171441405E-11, 1.6963445700699605E-11, 9.585069549766459E-12, 1.2093152153196064E-11, 7.808654679997355E-12, 9.585038411456162E-12
240, Flight7, LOWRISK3, 0.9999999998782784, 3.061643207887263E-11, 3.061712688207689E-11, 1.8845531791668964E-11, 1.064929683564162E-11, 1.3435804548133915E-11, 8.675863159330204E-12, 1.0649249556673202E-11
240, Flight7, LOWRISK4, 0.9999999998430424, 3.9349232764616136E-11, 3.934952815284002E-11, 2.4222516855395313E-11, 1.3689792285053336E-11, 1.7271651145012883E-11, 1.1153468760473393E-11, 1.3689703764672861E-11
240, Flight8, SELECTEE, 8.163072527372056E-12, 0.0397937701464563, 0.0391908764941951, 0.49263414095065106, 0.2606391653611064, 4.682795495120078E-11, 4.6827357719542314E-11, 0.16774204694754108
240, Flight8, UNKNOWN, 0.9399886911230414, 0.041373392547523896, 0.018637916317194504, 6.059413195437083E-12, 2.0197513321205615E-12, 2.530650376977924E-12, 1.378874536643641E-12, 2.0197033912024256E-12
240, Flight8, LOWRISK1, 0.6666666666335246, 0.2758268624274837, 0.057506470913028906, 1.1995313460782622E-11, 3.998302409550846E-12, 5.009670896625174E-12, 2.72961570580485E-12, 3.998207143465843E-12
240, Flight8, LOWRISK2, 0.5000000000737582, 0.310603254516223, 0.1893967452419498, 7.34607459646179E-11, 2.4488295008961544E-11, 3.0682333200299537E-11, 1.6718249888981928E-11, 2.4487731077914817E-11
240, Flight8, LOWRISK3, 0.6666666664051959, 0.17114744803422802, 0.16218588420465088, 5.872111861840665E-10, 1.9576033304253997E-10, 2.4528780505745346E-10, 1.3367512978820575E-10, 1.9575890102971503E-10
240, Flight8, LOWRISK4, 0.9999999998782717, 3.061913275489904E-11, 3.0619660098832306E-11, 1.884629776522011E-11, 1.064959801300689E-11, 1.343621174800763E-11, 8.676065886370446E-12, 1.0649543220517531E-11
240, Flight9, SELECTEE, 4.840187236329674E-11, 0.5815335544405347, 0.41846644496611496, 3.2314414345564665E-10, 6.684773943898491E-11, 5.6178464951695624E-11, 3.369953539073271E-11, 6.684672353692833E-11
240, Flight9, UNKNOWN, 0.9999999999861061, 3.948344358439389E-12, 3.959323638976628E-12, 2.334276788342306E-12, 1.3299088976976533E-12, 1.6742689874885573E-12, 1.0858790445321177E-12, 1.3299090978193011E-12
240, Flight9, LOWRISK1, 0.9999999999780792, 5.8944117415711765E-12, 5.895350183064221E-12, 3.6020850929809553E-12, 2.0356119801777447E-12, 2.567451703235654E-12, 1.6582869887417714E-12, 2.035637235473255E-12
240, Flight9, LOWRISK2, 0.9999999999553913, 1.1506847913153154E-11, 1.1507074187187147E-11, 7.075867376726161E-12, 3.9956972334465085E-12, 5.041275697769799E-12, 3.254425897577719E-12, 3.995725743278187E-12
240, Flight9, LOWRISK3, 0.9999999998430396, 3.934999035729319E-11, 3.9350356557807705E-11, 2.4222984800373458E-11, 1.3689998231044572E-11, 1.7271908213943146E-11, 1.1153605879400392E-11, 1.3689910621803592E-11
240, Flight9, LOWRISK4, 0.9999999998430417, 3.934941854547694E-11, 3.9349714163158094E-11, 2.4222603115539827E-11, 1.3689828605987005E-11, 1.727169359140306E-11, 1.1153491107284001E-11, 1.3689739808994743E-11
