TimeWindow, Flight, RiskCategory, O305, O306, O307, O308, O309, O310, O311, O312
240, Flight1, SELECTEE, 0.333333333332583, 0.35422666534116465, 0.31244000126456617, 3.379394453787153E-11, 1.135623032658663E-11, 3.239796320848977E-12, 2.7240022940490597E-12, 1.1355090718546653E-11
240, Flight1, UNKNOWN, 0.9999999999997017, 3.8499002948484083E-13, 2.063218797510019E-13, 1.849693313979838E-13, 1.0716587467391842E-13, 4.9597018992986463E-14, 4.100804102756254E-14, 1.071840504192713E-13
240, Flight1, LOWRISK1, 0.9999999999970192, 1.0456388415250264E-12, 1.0475252198663642E-12, 6.391762571134449E-13, 3.6051562487704464E-13, 1.6960426901170481E-13, 1.4079987784652483E-13, 3.605313219429596E-13
240, Flight1, LOWRISK2, 0.9999999999889441, 3.306817222485901E-12, 3.307164604227414E-12, 2.0067032639563914E-12, 1.1262374514366493E-12, 5.279733061838932E-13, 4.3792996959668147E-13, 1.1261919226482389E-12
240, Flight1, LOWRISK3, 0.9999999999810775, 5.502625833949165E-12, 5.502471471741236E-12, 3.339859600831374E-12, 1.8756532919308587E-12, 8.797746817401751E-13, 7.297459604411899E-13, 1.8755390173276528E-12
240, Flight1, LOWRISK4, 0.9999999999771503, 6.598153123802507E-12, 6.597761657240992E-12, 4.0055796384422595E-12, 2.250078894193595E-12, 1.0556092673190324E-12, 8.756079259172788E-13, 2.2499336597433903E-12
240, Flight2, SELECTEE, 0.7499999999971706, 0.14271317943492184, 0.10728682055084048, 9.65722647128418E-12, 3.244461905124838E-12, 9.256466598271943E-13, 7.782517360116173E-13, 3.244197364556231E-12
240, Flight2, UNKNOWN, 0.9999999999997488, 3.908378371538848E-13, 1.7659599349513256E-13, 1.7733049820863373E-13, 1.0195489331451961E-13, 4.686436515905383E-14, 3.8710276988475254E-14, 1.0197096243652441E-13
240, Flight2, LOWRISK1, 0.9999999999975647, 8.913922508288391E-13, 8.947331146993999E-13, 5.465398657434597E-13, 3.092589441431053E-13, 1.458120474781933E-13, 1.2108580630776216E-13, 3.0927741621537835E-13
240, Flight2, LOWRISK2, 0.9999999999945667, 1.7344102323788192E-12, 1.7348103084731528E-12, 1.0546501321615949E-12, 5.921706030091773E-13, 2.7765665772860154E-13, 2.3034578042894894E-13, 5.921717496054148E-13
240, Flight2, LOWRISK3, 0.9999999999810779, 5.502358984515462E-12, 5.502228780757511E-12, 3.3397469104297366E-12, 1.8756096872805768E-12, 8.797628065134898E-13, 7.297373998132802E-13, 1.8754970388041627E-12
240, Flight2, LOWRISK4, 0.9999999999876309, 3.673554875863039E-12, 3.6738285524350334E-12, 2.2291187200381132E-12, 1.2512099994051288E-12, 5.866231479784538E-13, 4.865766350660945E-13, 1.2511530302180826E-12
240, Flight3, SELECTEE, 2.856935509778533E-12, 0.2779586095849327, 0.23431816534822983, 0.39825150423764893, 0.045857873803855136, 2.3876285699604877E-12, 2.390275944608988E-12, 0.043613847018481415
240, Flight3, UNKNOWN, 0.9999999999998365, 4.2197075481992816E-13, 1.028784368259829E-13, 1.6304354660914421E-13, 9.161665999675357E-14, 4.140821959891394E-14, 3.412415331138172E-14, 9.162946168675712E-14
