RiskCategory, TimeWindow, Flight, attOnBody_coverage, attOnBody_payoff, attOnBody_utility, attInCarryOn_coverage, attInCarryOn_payoff, attInCarryOn_utility
SELECTEE, 240, Flight1, 0.583333335117441, 12499.99994647677, 4631.249980169643, 0.7500000019262911, 7499.999942211266, 2778.749978589274
SELECTEE, 240, Flight2, 0.3750000013796425, 12499.99997240715, 4631.249989776848, 0.7500000008380774, 4999.999983238452, 1852.4999937898465
SELECTEE, 240, Flight3, 0.7916666674180308, 12499.99995491815, 4631.249983297174, 0.8408848090944813, 9546.911454331124, 3537.1306938296816
SELECTEE, 240, Flight4, 0.8214285720478438, 12499.999956650934, 4631.249983939171, 0.9107116061595572, 6250.187568830999, 2315.6944942518853
SELECTEE, 240, Flight5, 0.7916666673181076, 12499.999960913541, 4631.249985518467, 0.8516911818604678, 8898.529088371934, 3296.9050272418012
SELECTEE, 240, Flight6, 0.68750000104436, 12499.999958225599, 4631.249984522584, 0.7500000009190751, 9999.999963236995, 3704.9999863793064
SELECTEE, 240, Flight7, 0.5833333346449199, 12499.999960652403, 4631.249985421716, 0.7500000011705238, 7499.999964884287, 2778.7499869896283
SELECTEE, 240, Flight8, 0.8611111116957324, 12499.999947384083, 4631.249980505803, 0.9224669453935332, 6977.974914582008, 2585.339705852634
SELECTEE, 240, Flight9, 0.7500000008171339, 12499.999959143304, 4631.249984862594, 0.7500000017468083, 12499.999912659587, 4631.249967640377
SELECTEE, 240, Flight10, 0.68750000104436, 12499.999958225599, 4631.249984522584, 0.7500000009190751, 9999.999963236995, 3704.9999863793064
SELECTEE, 240, Flight11, 0.2500000016107369, 7499.9999838926315, 2778.74999403222, 0.7500000005871106, 2499.9999941288943, 926.2499978247553
SELECTEE, 240, Flight12, 0.68750000104436, 12499.999958225599, 4631.249984522584, 0.7500000009190751, 9999.999963236995, 3704.9999863793064
SELECTEE, 240, Flight13, 0.5833333346449199, 12499.999960652403, 4631.249985421716, 0.7500000011705238, 7499.999964884287, 2778.7499869896283
SELECTEE, 240, Flight14, 0.7500000007547148, 12499.999962264257, 4631.249986018907, 0.7500000014527182, 12499.999927364091, 4631.249973088396
SELECTEE, 240, Flight15, 0.8214285721131515, 12499.999952079397, 4631.2499822454165, 0.8890330538651254, 7767.686229441219, 2877.927748007972
SELECTEE, 240, Flight16, 0.8214285720478438, 12499.999956650934, 4631.249983939171, 0.9107116061595572, 6250.187568830999, 2315.6944942518853
SELECTEE, 240, Flight17, 0.5833333348022687, 12499.99995593194, 4631.249983672784, 0.7500000014236496, 7499.999957290511, 2778.749984176134
SELECTEE, 240, Flight18, 0.8214285720896474, 12499.999953724684, 4631.249982854995, 0.8947569262129498, 7367.015165093516, 2729.4791186671478
SELECTEE, 240, Flight19, 0.8611111117372824, 12499.999943644585, 4631.249979120319, 0.9139157807917477, 7747.579728742704, 2870.4782894991718
SELECTEE, 240, Flight20, 0.7916666674972054, 12499.999950167678, 4631.249981537125, 0.8370429010958554, 9777.425934248673, 3622.5363086391335
SELECTEE, 240, Flight21, 0.5833333344420384, 12499.99996673885, 4631.249987676743, 0.7500000008432799, 7499.999974701604, 2778.749990626944
SELECTEE, 240, Flight22, 0.7500000007362335, 12499.999963188324, 4631.249986361274, 0.7500000013856897, 12499.999930715516, 4631.249974330099
SELECTEE, 240, Flight23, 0.3750000013796425, 12499.99997240715, 4631.249989776848, 0.7500000008380774, 4999.999983238452, 1852.4999937898465
SELECTEE, 240, Flight24, 0.8611111117991407, 12499.999938077339, 4631.249977057654, 0.906970986570112, 8372.611208689921, 3102.0524528196156
SELECTEE, 240, Flight25, 0.3750000013436835, 12499.99997312633, 4631.249990043306, 0.750000000784128, 4999.99998431744, 1852.4999941896115
SELECTEE, 240, Flight26, 0.7916666673542807, 12499.999958743158, 4631.24998471434, 0.8464564231374814, 9212.614611751118, 3413.2737136537894
SELECTEE, 240, Flight27, 0.7916666673181076, 12499.999960913541, 4631.249985518467, 0.8516911818604678, 8898.529088371934, 3296.9050272418012
SELECTEE, 240, Flight28, 0.8611111121047952, 12499.999910568433, 4631.249966865605, 0.898033051604722, 9177.025355575019, 3400.0878942405443
SELECTEE, 240, Flight29, 0.3750000013436835, 12499.99997312633, 4631.249990043306, 0.750000000784128, 4999.99998431744, 1852.4999941896115
SELECTEE, 240, Flight30, 0.583333335117441, 12499.99994647677, 4631.249980169643, 0.7500000019262911, 7499.999942211266, 2778.749978589274
SELECTEE, 240, Flight31, 0.5833333344083298, 12499.999967750105, 4631.249988051414, 0.7500000007886293, 7499.9999763411215, 2778.7499912343856
SELECTEE, 240, Flight32, 0.861111111702258, 12499.999946796785, 4631.2499802882085, 0.9208633337413757, 7122.299963276183, 2638.8121363938258
SELECTEE, 240, Flight33, 0.3750000032531367, 12499.999934937267, 4631.249975894257, 0.7500000034479969, 4999.999931040063, 1852.4999744503432
SELECTEE, 240, Flight34, 0.8437500010112731, 12499.999919098154, 4631.249970025866, 0.8863544714756525, 9091.642281947801, 3368.4534654616605
SELECTEE, 240, Flight35, 0.7500000007362335, 12499.999963188324, 4631.249986361274, 0.7500000013856897, 12499.999930715516, 4631.249974330099
SELECTEE, 240, Flight36, 0.7916666673542807, 12499.999958743158, 4631.24998471434, 0.8464564231374814, 9212.614611751118, 3413.2737136537894
SELECTEE, 240, Flight37, 0.8750000005702747, 12499.999942972529, 4631.249978871322, 0.9172376759683054, 8276.232403169459, 3066.3441053742845
SELECTEE, 240, Flight38, 0.3750000013155926, 12499.99997368815, 4631.249990251459, 0.750000000742097, 4999.999985158059, 1852.4999945010607
SELECTEE, 240, Flight39, 0.8750000009358292, 12499.99990641708, 4631.249965327528, 0.9059030778182734, 9409.69221817266, 3486.2909668329708
SELECTEE, 240, Flight40, 0.7916666673782343, 12499.999957305941, 4631.249984181851, 0.8438836657079553, 9366.980057522685, 3470.466111312155
SELECTEE, 240, Flight41, 0.7500000008171339, 12499.999959143304, 4631.249984862594, 0.7500000017468083, 12499.999912659587, 4631.249967640377
SELECTEE, 240, Flight42, 0.7500000016813179, 12499.999915934106, 4631.249968853586, 0.7500000063331728, 12499.999683341362, 4631.249882677975
SELECTEE, 240, Flight43, 0.583333335117441, 12499.99994647677, 4631.249980169643, 0.7500000019262911, 7499.999942211266, 2778.749978589274
SELECTEE, 240, Flight44, 0.7500000016813179, 12499.999915934106, 4631.249968853586, 0.7500000063331728, 12499.999683341362, 4631.249882677975
SELECTEE, 240, Flight45, 0.37500000149442225, 12499.999970111556, 4631.249988926332, 0.7500000010101816, 4999.999979796368, 1852.4999925145544
SELECTEE, 240, Flight46, 0.7500000007362335, 12499.999963188324, 4631.249986361274, 0.7500000013856897, 12499.999930715516, 4631.249974330099
SELECTEE, 240, Flight47, 0.6875000011992115, 12499.99995203154, 4631.249982227685, 0.75000000117716, 9999.999952913598, 3704.9999825544883
SELECTEE, 240, Flight48, 0.7500000007362335, 12499.999963188324, 4631.249986361274, 0.7500000013856897, 12499.999930715516, 4631.249974330099
SELECTEE, 240, Flight49, 0.25000000143244544, 7499.999985675545, 2778.749994692789, 0.7500000005665958, 2499.999994334042, 926.2499979007627
SELECTEE, 240, Flight50, 0.7916666673782343, 12499.999957305941, 4631.249984181851, 0.8438836657079553, 9366.980057522685, 3470.466111312155
SELECTEE, 240, Flight51, 0.8214285724632575, 12499.999927571975, 4631.249973165416, 0.8673633268393799, 9284.567121243408, 3439.932118420683
SELECTEE, 240, Flight52, 0.8214285721131515, 12499.999952079397, 4631.2499822454165, 0.8890330538651254, 7767.686229441219, 2877.927748007972
SELECTEE, 240, Flight53, 0.8437500007808889, 12499.999937528888, 4631.249976854453, 0.8928461630837639, 8572.306953298892, 3176.0397261972394
SELECTEE, 240, Flight54, 0.8611111117217519, 12499.999945042327, 4631.249979638183, 0.9166282183676099, 7503.460346915111, 2780.0320585320483
SELECTEE, 240, Flight55, 0.583333335117441, 12499.99994647677, 4631.249980169643, 0.7500000019262911, 7499.999942211266, 2778.749978589274
SELECTEE, 240, Flight56, 0.5833333344870592, 12499.999965388226, 4631.2499871763375, 0.7500000009160758, 7499.999972517727, 2778.7499898178175
SELECTEE, 240, Flight57, 0.8750000009358292, 12499.99990641708, 4631.249965327528, 0.9059030778182734, 9409.69221817266, 3486.2909668329708
SELECTEE, 240, Flight58, 0.687500000966775, 12499.999961329, 4631.249985672394, 0.7500000007905134, 9999.999968379463, 3704.999988284591
SELECTEE, 240, Flight59, 0.8437500006062558, 12499.999951499534, 4631.2499820305775, 0.9176362821231473, 6589.0974301482165, 2441.2605978699144
SELECTEE, 240, Flight60, 0.7500000016813179, 12499.999915934106, 4631.249968853586, 0.7500000063331728, 12499.999683341362, 4631.249882677975
SELECTEE, 240, Flight61, 0.8611111121047952, 12499.999910568433, 4631.249966865605, 0.898033051604722, 9177.025355575019, 3400.0878942405443
SELECTEE, 240, Flight62, 0.7916666674180308, 12499.99995491815, 4631.249983297174, 0.8408848090944813, 9546.911454331124, 3537.1306938296816
SELECTEE, 240, Flight63, 0.37500000159517616, 12499.999968096476, 4631.249988179744, 0.7500000011602334, 4999.999976795333, 1852.499991402671
SELECTEE, 240, Flight64, 0.8850457384565555, 10345.88353891, 3833.1498511661553, 0.8896563831097182, 9930.925520125364, 3679.407905206447
SELECTEE, 240, Flight65, 0.7500000009648631, 12499.999951756847, 4631.249982125912, 0.7500000025164005, 12499.999874179974, 4631.24995338368
SELECTEE, 240, Flight66, 0.8611111118761156, 12499.9999311496, 4631.249974490926, 0.9027242426120035, 8754.818164919689, 3243.6601301027445
SELECTEE, 240, Flight67, 0.8077632901500301, 7689.468393998795, 2848.9480399765534, 0.8331082025840443, 6675.671896638229, 2473.3364377044636
SELECTEE, 240, Flight68, 0.5833333360630406, 12499.999918108782, 4631.249969659304, 0.750000003415722, 7499.999897528339, 2778.7499620342496
SELECTEE, 240, Flight69, 0.7916666673382703, 12499.999959703782, 4631.249985070252, 0.84855944324533, 9086.433405280202, 3366.523576656315
SELECTEE, 240, Flight70, 0.6875000016618243, 12499.999933527026, 4631.249975371763, 0.7500000019434996, 9999.999922260016, 3704.999971197336
SELECTEE, 240, Flight71, 0.37500000176313475, 12499.999964737304, 4631.249986935171, 0.7500000014091237, 4999.999971817526, 1852.4999895583933
SELECTEE, 240, Flight72, 0.3750000032531367, 12499.999934937267, 4631.249975894257, 0.7500000034479969, 4999.999931040063, 1852.4999744503432
SELECTEE, 240, Flight73, 0.37500000176313475, 12499.999964737304, 4631.249986935171, 0.7500000014091237, 4999.999971817526, 1852.4999895583933
SELECTEE, 240, Flight74, 0.7500000016813179, 12499.999915934106, 4631.249968853586, 0.7500000063331728, 12499.999683341362, 4631.249882677975
SELECTEE, 240, Flight75, 0.8611111117605129, 12499.999941553837, 4631.249978345697, 0.9107119974433514, 8035.920230098373, 2977.308445251447
SELECTEE, 240, Flight76, 0.5833333360630406, 12499.999918108782, 4631.249969659304, 0.750000003415722, 7499.999897528339, 2778.7499620342496
SELECTEE, 240, Flight77, 0.37500000176313475, 12499.999964737304, 4631.249986935171, 0.7500000014091237, 4999.999971817526, 1852.4999895583933
SELECTEE, 240, Flight78, 0.5833333345502569, 12499.999963492291, 4631.249986473894, 0.7500000010179554, 7499.999969461338, 2778.7499886854257
SELECTEE, 240, Flight79, 0.8214285720739799, 12499.999954821407, 4631.249983261331, 0.8997652712264362, 7016.431014149463, 2599.5876907423763
SELECTEE, 240, Flight80, 0.7916666674972054, 12499.999950167678, 4631.249981537125, 0.8370429010958554, 9777.425934248673, 3622.5363086391335
SELECTEE, 240, Flight81, 0.2500000051779207, 7499.999948220792, 2778.7499808158036, 0.7500000009955107, 2499.9999900448934, 926.249996311633
SELECTEE, 240, Flight82, 0.8214285721522538, 12499.999949342231, 4631.249981231296, 0.8826244800088743, 8216.2863993788, 3044.134110969845
SELECTEE, 240, Flight83, 0.8437500006413786, 12499.99994868971, 4631.249980989538, 0.9084297292525809, 7325.621659793526, 2714.1428249535015
SELECTEE, 240, Flight84, 0.8214285720739799, 12499.999954821407, 4631.249983261331, 0.8997652712264362, 7016.431014149463, 2599.5876907423763
SELECTEE, 240, Flight85, 0.583333335117441, 12499.99994647677, 4631.249980169643, 0.7500000019262911, 7499.999942211266, 2778.749978589274
SELECTEE, 240, Flight86, 0.7853740879551596, 6438.777361345212, 2385.567012378401, 0.8229013353268606, 5312.959940194181, 1968.451657841944
SELECTEE, 240, Flight87, 0.8451513575500165, 9290.918546999012, 3442.285321663134, 0.8562699839679032, 8623.800961925806, 3195.1182563935113
SELECTEE, 240, Flight88, 0.8750000009358292, 12499.99990641708, 4631.249965327528, 0.9059030778182734, 9409.69221817266, 3486.2909668329708
