TimeWindow, Flight, RiskCategory, O81, O82, O83, O84, O85, O86, O87, O88
240, Flight1, SELECTEE, 0.3333333331074961, 0.35533283356870804, 0.31133382949444494, 1.6992313495722475E-9, 5.665817902079772E-10, 6.69039827914291E-10, 3.743625931575773E-10, 5.665054247652016E-10
240, Flight1, UNKNOWN, 0.9999999999864285, 1.4705011548919238E-11, 2.4390219449889466E-11, 3.0910152625861762E-12, 4.499098224712588E-12, 4.951224106325381E-12, 3.806095617934589E-12, 4.499118380530984E-12
240, Flight1, LOWRISK1, 0.9999999998591493, 4.4515507385847156E-11, 4.4493281840066516E-11, 2.906373063531153E-11, 1.7220652893823257E-11, 2.0807680517279547E-11, 1.3897344233128104E-11, 1.7223167867694302E-11
240, Flight1, LOWRISK2, 0.9999999994068465, 1.5908657575875604E-10, 1.5910497000462726E-10, 9.812410400966214E-11, 5.5471894165744084E-11, 6.793487447856026E-11, 4.433080989227073E-11, 5.547044157933652E-11
240, Flight1, LOWRISK3, 0.9999999989774484, 2.663196039868124E-10, 2.663068539951661E-10, 1.638955326121614E-10, 9.254274223631996E-11, 1.1337848574272874E-10, 7.394049171847657E-11, 9.25382087878192E-11
240, Flight1, LOWRISK4, 0.9999999987636841, 3.1959709189368673E-10, 3.1957037710217704E-10, 1.9666509990304995E-10, 1.1104396972021989E-10, 1.3604780405282911E-10, 8.872417435958465E-11, 1.1103798725049046E-10
240, Flight2, SELECTEE, 0.7499999993839881, 0.14397365998265638, 0.10602633957220041, 4.856417278260319E-10, 1.618694951096189E-10, 1.9120124871454795E-10, 1.0696503546474223E-10, 1.6184770986368663E-10
240, Flight2, UNKNOWN, 0.999999999988928, 1.3257860919291302E-11, 2.3718152080787592E-11, 3.2731503069816756E-12, 4.349329839121624E-12, 4.8449804916185865E-12, 3.6495315460527775E-12, 4.349320528857447E-12
240, Flight2, LOWRISK1, 0.9999999998886768, 3.7305368816146824E-11, 3.73179585329849E-11, 2.4241107221396705E-11, 1.466239450178313E-11, 1.7626100688928206E-11, 1.1875768531722474E-11, 1.466480575977731E-11
240, Flight2, LOWRISK2, 0.999999999718925, 8.035498063440813E-11, 8.038520307988398E-11, 5.053624862033618E-11, 2.8885799039907992E-11, 3.5256013375550585E-11, 2.3139810927174138E-11, 2.888721464068394E-11
240, Flight2, LOWRISK3, 0.9999999989774685, 2.663138733521967E-10, 2.6630077601103375E-10, 1.6389249740397108E-10, 9.25412492898233E-11, 1.1337683379776E-10, 7.393959209046984E-11, 9.253670988570658E-11
240, Flight2, LOWRISK4, 0.9999999993348989, 1.7709974801622693E-10, 1.7711141479534832E-10, 1.0913350471156988E-10, 6.166308990668036E-11, 7.552903441077012E-11, 4.927350870358523E-11, 6.166106211230845E-11
240, Flight3, SELECTEE, 1.4242976534697213E-10, 0.27592524215818737, 0.23012558047223597, 0.40759042996821515, 0.04434160135859881, 7.345699771215981E-10, 7.332726481726139E-10, 0.0420171444788604
