RiskCategory, TimeWindow, Flight, attOnBody_coverage, attOnBody_payoff, attOnBody_utility, attInCarryOn_coverage, attInCarryOn_payoff, attInCarryOn_utility
SELECTEE, 240, Flight1, 0.5833333360795679, 12499.999917612962, 4631.2499694756025, 0.7500000028851374, 7499.999913445879, 2778.7499679316984
SELECTEE, 240, Flight2, 0.3750000024043187, 12499.999951913625, 4631.249982183998, 0.7500000017042041, 4999.9999659159175, 1852.4999873718475
SELECTEE, 240, Flight3, 0.7916666682403053, 12499.999905581682, 4631.249965018013, 0.8449015178284307, 9305.908930294157, 3447.839258673985
SELECTEE, 240, Flight4, 0.8214285728696233, 12499.999899126366, 4631.249962626318, 0.9061427311976915, 6570.008816161594, 2434.1882663878705
SELECTEE, 240, Flight5, 0.7916666681355385, 12499.999911867688, 4631.249967346978, 0.8530604381970104, 8816.373708179377, 3266.466458880459
SELECTEE, 240, Flight6, 0.6875000019689302, 12499.99992124279, 4631.249970820454, 0.7500000017939943, 9999.999928240228, 3704.999973413004
SELECTEE, 240, Flight7, 0.5833333355885386, 12499.999932343842, 4631.249974933394, 0.7500000020670854, 7499.999937987438, 2778.7499770243458
SELECTEE, 240, Flight8, 0.8611111125259776, 12499.999872662016, 4631.249952821277, 0.9190175776577074, 7288.418010806332, 2700.358873003746
SELECTEE, 240, Flight9, 0.750000001643053, 12499.999917847348, 4631.249969562443, 0.7500000028567356, 12499.999857163219, 4631.249947078973
SELECTEE, 240, Flight10, 0.6875000019689302, 12499.99992124279, 4631.249970820454, 0.7500000017939943, 9999.999928240228, 3704.999973413004
SELECTEE, 240, Flight11, 0.25000000200283184, 7499.999979971681, 2778.7499925795078, 0.7500000014718731, 2499.9999852812693, 926.2499945467102
SELECTEE, 240, Flight12, 0.6875000019689302, 12499.99992124279, 4631.249970820454, 0.7500000017939943, 9999.999928240228, 3704.999973413004
SELECTEE, 240, Flight13, 0.5833333355885386, 12499.999932343842, 4631.249974933394, 0.7500000020670854, 7499.999937987438, 2778.7499770243458
SELECTEE, 240, Flight14, 0.75000000158041, 12499.999920979499, 4631.249970722904, 0.750000002530766, 12499.999873461698, 4631.249953117559
SELECTEE, 240, Flight15, 0.821428572937896, 12499.999894347284, 4631.249960855668, 0.8923343254992246, 7536.597215054275, 2792.309268177609
SELECTEE, 240, Flight16, 0.8214285728696233, 12499.999899126366, 4631.249962626318, 0.9061427311976915, 6570.008816161594, 2434.1882663878705
SELECTEE, 240, Flight17, 0.5833333357526281, 12499.999927421157, 4631.249973109539, 0.750000002341592, 7499.999929752239, 2778.7499739732048
SELECTEE, 240, Flight18, 0.821428572913137, 12499.999896080411, 4631.249961497792, 0.8969458824101375, 7213.788231290375, 2672.708539693084
SELECTEE, 240, Flight19, 0.8611111125696859, 12499.999868728271, 4631.249951363825, 0.9130513510969945, 7825.378401270492, 2899.3026976707174
SELECTEE, 240, Flight20, 0.7916666683263486, 12499.999900419085, 4631.249963105271, 0.8409167047936212, 9544.997712382725, 3536.4216524377994
SELECTEE, 240, Flight21, 0.5833333353784862, 12499.999938645415, 4631.249977268126, 0.7500000017103625, 7499.999948689125, 2778.7499809893206
SELECTEE, 240, Flight22, 0.7500000015611155, 12499.999921944227, 4631.249971080336, 0.7500000024287153, 12499.999878564233, 4631.249955008048
SELECTEE, 240, Flight23, 0.3750000024043187, 12499.999951913625, 4631.249982183998, 0.7500000017042041, 4999.9999659159175, 1852.4999873718475
SELECTEE, 240, Flight24, 0.861111112635461, 12499.999862808507, 4631.249949170552, 0.907224103441873, 8349.83069023143, 3093.612270730745
SELECTEE, 240, Flight25, 0.3750000023686108, 12499.999952627782, 4631.249982448593, 0.7500000016458387, 4999.999967083227, 1852.4999878043354
SELECTEE, 240, Flight26, 0.7916666681727311, 12499.999909636132, 4631.249966520187, 0.8483270952168331, 9100.374286990012, 3371.6886733297997
SELECTEE, 240, Flight27, 0.7916666681355385, 12499.999911867688, 4631.249967346978, 0.8530604381970104, 8816.373708179377, 3266.466458880459
SELECTEE, 240, Flight28, 0.8611111129601587, 12499.999833585713, 4631.249938343506, 0.898921257317542, 9097.086841421218, 3370.470674746561
SELECTEE, 240, Flight29, 0.3750000023686108, 12499.999952627782, 4631.249982448593, 0.7500000016458387, 4999.999967083227, 1852.4999878043354
SELECTEE, 240, Flight30, 0.5833333360795679, 12499.999917612962, 4631.2499694756025, 0.7500000028851374, 7499.999913445879, 2778.7499679316984
