TimeWindow, Flight, RiskCategory, O209, O210, O211, O212, O213, O214, O215, O216
240, Flight1, SELECTEE, 0.33333333333123794, 0.35418104994910077, 0.3124856166618909, 2.7550254177531732E-11, 9.209807626607654E-12, 8.147147181120638E-12, 5.127886381580872E-12, 9.209332011901703E-12
240, Flight1, UNKNOWN, 1.000000000000052, 3.905841078152544E-13, 4.832986487743152E-13, 1.865681211874343E-13, 9.65547601992356E-14, 1.0164165790936818E-13, 6.654819747660725E-14, 9.655485031215025E-14
240, Flight1, LOWRISK1, 0.999999999998, 9.147634297691813E-13, 9.145220084879995E-13, 5.304963769840805E-13, 2.961704647470014E-13, 3.0994522916592373E-13, 2.118887281352805E-13, 2.9617234665861925E-13
240, Flight1, LOWRISK2, 0.999999999991086, 2.6681449449220485E-12, 2.6681923217228597E-12, 1.6231216938804906E-12, 9.107421059520514E-13, 9.535189110187046E-13, 6.534119521587325E-13, 9.1072582255695E-13
240, Flight1, LOWRISK3, 0.9999999999842792, 4.404418055181835E-12, 4.404318026831859E-12, 2.689198200403247E-12, 1.5130007398343032E-12, 1.5841079970322449E-12, 1.0866172529287288E-12, 1.5129611295138786E-12
240, Flight1, LOWRISK4, 0.9999999999808763, 5.272500411481455E-12, 5.27232364547447E-12, 3.222094736655125E-12, 1.8140543193542276E-12, 1.8993122668359087E-12, 1.3031724002342102E-12, 1.8140041688218495E-12
240, Flight2, SELECTEE, 0.7499999999931424, 0.14520422888866524, 0.10479577110273551, 7.874179795722727E-12, 2.6317144332625977E-12, 2.328140989550036E-12, 1.4652531154561987E-12, 2.6315881842521136E-12
240, Flight2, UNKNOWN, 1.0000000000000817, 3.81135287740534E-13, 4.850599126466994E-13, 1.815611961353913E-13, 9.212964966349249E-14, 9.707664063425531E-14, 6.317594888861972E-14, 9.212969796117922E-14
240, Flight2, LOWRISK1, 0.9999999999984501, 8.047148692087766E-13, 8.059004510151292E-13, 4.5394720290384687E-13, 2.5497750290720564E-13, 2.6679477016550746E-13, 1.8249264834012645E-13, 2.5497867839818613E-13
240, Flight2, LOWRISK2, 0.9999999999959244, 1.4357822352472078E-12, 1.4356194544899935E-12, 8.641086684612505E-13, 4.820946042820696E-13, 5.046667521197666E-13, 3.451871594012857E-13, 4.820944431516001E-13
240, Flight2, LOWRISK3, 0.9999999999842795, 4.404364300355091E-12, 4.404267802040848E-12, 2.689167305440755E-12, 1.5129876325100786E-12, 1.5840953932632626E-12, 1.086610368785964E-12, 1.5129483541264537E-12
240, Flight2, LOWRISK4, 0.9999999999899514, 2.9575229060843744E-12, 2.957550368480841E-12, 1.8008329025135171E-12, 1.0111390655547997E-12, 1.0586519592174816E-12, 7.256290651481733E-13, 1.0111186288947983E-12
240, Flight3, SELECTEE, 2.308970305946598E-12, 0.2705928645848155, 0.23458263662309445, 0.40890341482034154, 0.043703849322889746, 7.70643325830074E-12, 7.728795353123178E-12, 0.04221723463258863
240, Flight3, UNKNOWN, 1.0000000000001354, 3.698124981451238E-13, 4.875656814246354E-13, 1.7093898591621176E-13, 8.301510985938166E-14, 8.765809680897501E-14, 5.6304102171926463E-14, 8.301498277108847E-14
240, Flight3, LOWRISK1, 0.9999999999978909, 9.42055927309699E-13, 9.414372756142443E-13, 5.481105379177728E-13, 3.0595328830496675E-13, 3.201823077995012E-13, 2.18903934927964E-13, 3.0595526101888614E-13
240, Flight3, LOWRISK2, 0.9999999999964102, 1.3336385509680864E-12, 1.3333428432534888E-12, 7.829643532791439E-13, 4.304254353310821E-13, 4.4787105455368555E-13, 3.0520718130230247E-13, 4.304271486759431E-13
240, Flight3, LOWRISK3, 0.9999999999899503, 2.957955936790484E-12, 2.957963564500576E-12, 1.801042507349936E-12, 1.0112275188799955E-12, 1.05875209881157E-12, 7.256809318237675E-13, 1.0112051691099081E-12
240, Flight3, LOWRISK4, 0.9999999999899509, 2.957625453645698E-12, 2.9576480885651854E-12, 1.8008795787332271E-12, 1.011159424586506E-12, 1.0586767204020419E-12, 7.256415128064325E-13, 1.0111384838831867E-12
240, Flight4, SELECTEE, 7.687894073127331E-13, 0.08446271083154808, 0.0771854345286404, 0.6860992105162033, 0.08348901285923001, 2.5701647720724095E-12, 2.5716715460828286E-12, 0.06876363125994155
