Description, FlightType, DepartureTime, DefUncov, DefCov, AttUncov, AttCov, SELECTEE, UNKNOWN, LOWRISK1, LOWRISK2, LOWRISK3, LOWRISK4
Flight1, DOMESTIC, 04:53, -3, 0, 3, 0, 6, 121, 36, 16, 6, 9
Flight2, DOMESTIC, 04:28, -8, 0, 8, 0, 8, 76, 37, 10, 4, 5
Flight3, DOMESTIC, 04:35, -6, 0, 6, 0, 9, 139, 37, 19, 4, 9
Flight4, DOMESTIC, 04:22, -4, 0, 4, 0, 2, 61, 28, 7, 5, 4
Flight5, DOMESTIC, 04:37, -1, 0, 1, 0, 3, 73, 37, 7, 5, 9
Flight6, DOMESTIC, 04:22, -7, 0, 7, 0, 9, 116, 39, 17, 6, 6
Flight7, DOMESTIC, 04:24, -7, 0, 7, 0, 7, 147, 47, 8, 9, 2
Flight8, DOMESTIC, 04:43, -3, 0, 3, 0, 7, 65, 43, 6, 6, 8
Flight9, DOMESTIC, 04:09, -5, 0, 5, 0, 4, 80, 27, 9, 3, 6
Flight10, DOMESTIC, 04:55, -7, 0, 7, 0, 6, 108, 48, 24, 9, 1
Flight11, DOMESTIC, 04:05, -8, 0, 8, 0, 8, 137, 28, 11, 6, 7
Flight12, DOMESTIC, 04:17, -1, 0, 1, 0, 7, 138, 25, 20, 6, 5
Flight13, DOMESTIC, 04:49, -4, 0, 4, 0, 7, 87, 38, 12, 6, 3
Flight14, DOMESTIC, 04:41, -4, 0, 4, 0, 7, 135, 40, 14, 9, 3
Flight15, DOMESTIC, 04:27, -4, 0, 4, 0, 6, 119, 35, 16, 9, 4
Flight16, DOMESTIC, 04:58, -3, 0, 3, 0, 1, 61, 26, 11, 6, 6
Flight17, DOMESTIC, 04:22, -10, 0, 10, 0, 5, 69, 45, 12, 6, 5
Flight18, DOMESTIC, 04:08, -6, 0, 6, 0, 4, 97, 26, 8, 1, 8
Flight19, DOMESTIC, 04:11, -2, 0, 2, 0, 1, 101, 31, 7, 2, 6
Flight20, DOMESTIC, 04:08, -1, 0, 1, 0, 5, 132, 27, 17, 4, 8
Flight21, DOMESTIC, 04:26, -7, 0, 7, 0, 6, 98, 29, 21, 5, 8
Flight22, DOMESTIC, 04:03, -8, 0, 8, 0, 2, 64, 34, 22, 8, 6
Flight23, DOMESTIC, 04:56, -6, 0, 6, 0, 5, 101, 28, 11, 7, 2
Flight24, DOMESTIC, 04:56, -4, 0, 4, 0, 5, 75, 35, 5, 1, 7
Flight25, DOMESTIC, 04:43, -4, 0, 4, 0, 5, 60, 34, 24, 6, 6
Flight26, DOMESTIC, 04:53, -6, 0, 6, 0, 8, 114, 37, 23, 5, 3
Flight27, DOMESTIC, 04:11, -2, 0, 2, 0, 4, 120, 39, 11, 2, 9
Flight28, DOMESTIC, 04:23, -9, 0, 9, 0, 4, 83, 37, 10, 2, 3
Flight29, DOMESTIC, 04:31, -2, 0, 2, 0, 6, 149, 42, 8, 1, 9
Flight30, DOMESTIC, 04:52, -1, 0, 1, 0, 4, 85, 25, 6, 3, 2
