Description, FlightType, DepartureTime, DefUncov, DefCov, AttUncov, AttCov, SELECTEE, UNKNOWN, LOWRISK1, LOWRISK2, LOWRISK3, LOWRISK4
Flight1, DOMESTIC, 04:54, -5, 0, 5, 0, 5, 61, 48, 21, 1, 2
Flight2, DOMESTIC, 04:15, -9, 0, 9, 0, 1, 91, 37, 20, 9, 6
Flight3, DOMESTIC, 04:43, -9, 0, 9, 0, 2, 74, 49, 14, 4, 4
Flight4, DOMESTIC, 04:04, -3, 0, 3, 0, 9, 69, 39, 20, 1, 7
Flight5, DOMESTIC, 04:59, -5, 0, 5, 0, 9, 117, 35, 24, 9, 5
Flight6, DOMESTIC, 04:50, -3, 0, 3, 0, 9, 127, 46, 20, 6, 9
Flight7, DOMESTIC, 04:44, -4, 0, 4, 0, 5, 105, 38, 13, 2, 7
Flight8, DOMESTIC, 04:01, -8, 0, 8, 0, 9, 57, 42, 23, 5, 2
Flight9, DOMESTIC, 04:41, -8, 0, 8, 0, 3, 67, 29, 21, 5, 2
Flight10, DOMESTIC, 04:43, -4, 0, 4, 0, 2, 139, 25, 7, 1, 4
Flight11, DOMESTIC, 04:55, -5, 0, 5, 0, 9, 144, 36, 17, 8, 3
Flight12, DOMESTIC, 04:15, -9, 0, 9, 0, 6, 132, 42, 5, 8, 9
Flight13, DOMESTIC, 04:05, -7, 0, 7, 0, 2, 140, 40, 5, 5, 7
Flight14, DOMESTIC, 04:23, -6, 0, 6, 0, 6, 70, 28, 11, 3, 5
Flight15, DOMESTIC, 04:26, -7, 0, 7, 0, 8, 124, 43, 5, 7, 3
Flight16, DOMESTIC, 04:46, -8, 0, 8, 0, 1, 118, 43, 7, 3, 3
Flight17, DOMESTIC, 05:00, -3, 0, 3, 0, 3, 100, 40, 18, 5, 9
Flight18, DOMESTIC, 04:29, -7, 0, 7, 0, 8, 122, 34, 10, 7, 2
Flight19, DOMESTIC, 04:31, -1, 0, 1, 0, 2, 66, 42, 16, 6, 3
Flight20, DOMESTIC, 04:45, -6, 0, 6, 0, 9, 100, 49, 12, 3, 3
Flight21, DOMESTIC, 04:37, -6, 0, 6, 0, 9, 112, 34, 13, 1, 6
Flight22, DOMESTIC, 04:44, -8, 0, 8, 0, 7, 106, 26, 6, 5, 4
Flight23, DOMESTIC, 04:17, -9, 0, 9, 0, 5, 89, 37, 15, 7, 8
Flight24, DOMESTIC, 04:21, -9, 0, 9, 0, 5, 53, 48, 12, 5, 7
Flight25, DOMESTIC, 04:55, -2, 0, 2, 0, 9, 147, 47, 11, 1, 9
Flight26, DOMESTIC, 04:32, -2, 0, 2, 0, 8, 83, 41, 15, 2, 5
Flight27, DOMESTIC, 04:26, -9, 0, 9, 0, 5, 127, 49, 20, 2, 5
Flight28, DOMESTIC, 04:37, -9, 0, 9, 0, 7, 82, 44, 19, 4, 7
Flight29, DOMESTIC, 04:53, -9, 0, 9, 0, 9, 69, 37, 14, 4, 2
Flight30, DOMESTIC, 04:23, -6, 0, 6, 0, 8, 52, 34, 16, 7, 2
