Description, FlightType, DepartureTime, DefUncov, DefCov, AttUncov, AttCov, SELECTEE, UNKNOWN, LOWRISK1, LOWRISK2, LOWRISK3, LOWRISK4
Flight1, DOMESTIC, 04:54, -6, 0, 6, 0, 8, 142, 46, 24, 3, 9
Flight2, DOMESTIC, 04:05, -2, 0, 2, 0, 9, 124, 31, 5, 2, 8
Flight3, DOMESTIC, 04:25, -8, 0, 8, 0, 9, 109, 39, 16, 5, 6
Flight4, DOMESTIC, 04:53, -4, 0, 4, 0, 7, 118, 34, 14, 6, 1
Flight5, DOMESTIC, 04:05, -3, 0, 3, 0, 3, 59, 27, 6, 4, 5
Flight6, DOMESTIC, 04:52, -8, 0, 8, 0, 5, 104, 34, 24, 1, 2
Flight7, DOMESTIC, 04:08, -6, 0, 6, 0, 2, 103, 34, 7, 5, 3
Flight8, DOMESTIC, 04:20, -4, 0, 4, 0, 7, 71, 38, 19, 4, 5
Flight9, DOMESTIC, 04:01, -2, 0, 2, 0, 7, 125, 47, 11, 7, 1
Flight10, DOMESTIC, 04:02, -5, 0, 5, 0, 3, 86, 34, 13, 8, 5
Flight11, DOMESTIC, 04:07, -7, 0, 7, 0, 8, 108, 34, 22, 6, 9
Flight12, DOMESTIC, 04:23, -8, 0, 8, 0, 6, 140, 34, 23, 6, 7
Flight13, DOMESTIC, 04:27, -2, 0, 2, 0, 4, 144, 37, 6, 8, 1
Flight14, DOMESTIC, 04:57, -2, 0, 2, 0, 8, 105, 45, 16, 5, 5
Flight15, DOMESTIC, 04:07, -3, 0, 3, 0, 1, 119, 45, 23, 1, 1
Flight16, DOMESTIC, 04:57, -4, 0, 4, 0, 2, 127, 28, 21, 7, 8
Flight17, DOMESTIC, 04:52, -3, 0, 3, 0, 8, 60, 35, 24, 4, 3
Flight18, DOMESTIC, 04:45, -8, 0, 8, 0, 8, 72, 38, 17, 9, 2
Flight19, DOMESTIC, 04:11, -6, 0, 6, 0, 8, 114, 31, 6, 3, 5
Flight20, DOMESTIC, 04:51, -5, 0, 5, 0, 9, 141, 27, 21, 9, 4
Flight21, DOMESTIC, 04:40, -5, 0, 5, 0, 7, 122, 29, 14, 1, 9
Flight22, DOMESTIC, 04:35, -5, 0, 5, 0, 4, 108, 26, 10, 1, 7
Flight23, DOMESTIC, 04:07, -5, 0, 5, 0, 7, 124, 46, 7, 6, 5
Flight24, DOMESTIC, 04:55, -4, 0, 4, 0, 9, 100, 32, 20, 7, 6
Flight25, DOMESTIC, 04:22, -6, 0, 6, 0, 2, 120, 40, 8, 1, 2
Flight26, DOMESTIC, 04:31, -9, 0, 9, 0, 3, 96, 48, 5, 3, 1
Flight27, DOMESTIC, 04:01, -8, 0, 8, 0, 1, 121, 31, 7, 6, 2
Flight28, DOMESTIC, 04:54, -6, 0, 6, 0, 8, 114, 30, 20, 4, 3
Flight29, DOMESTIC, 04:29, -6, 0, 6, 0, 1, 124, 37, 9, 3, 2
Flight30, DOMESTIC, 04:10, -5, 0, 5, 0, 1, 140, 32, 21, 8, 9
