Description, FlightType, DepartureTime, DefUncov, DefCov, AttUncov, AttCov, SELECTEE, UNKNOWN, LOWRISK1, LOWRISK2, LOWRISK3, LOWRISK4
Flight1, DOMESTIC, 04:53, -5, 0, 5, 0, 5, 55, 33, 8, 4, 7
Flight2, DOMESTIC, 04:33, -7, 0, 7, 0, 2, 107, 31, 20, 4, 9
Flight3, DOMESTIC, 04:11, -3, 0, 3, 0, 3, 73, 32, 5, 9, 7
Flight4, DOMESTIC, 04:46, -6, 0, 6, 0, 5, 129, 45, 20, 6, 7
Flight5, DOMESTIC, 04:23, -1, 0, 1, 0, 8, 145, 46, 7, 1, 2
Flight6, DOMESTIC, 04:57, -1, 0, 1, 0, 2, 126, 40, 12, 6, 9
Flight7, DOMESTIC, 04:26, -9, 0, 9, 0, 3, 123, 28, 20, 4, 5
Flight8, DOMESTIC, 04:53, -10, 0, 10, 0, 3, 69, 49, 11, 4, 9
Flight9, DOMESTIC, 04:51, -8, 0, 8, 0, 2, 114, 46, 11, 4, 1
Flight10, DOMESTIC, 04:49, -4, 0, 4, 0, 3, 62, 27, 10, 7, 8
Flight11, DOMESTIC, 04:47, -2, 0, 2, 0, 2, 93, 45, 13, 8, 5
Flight12, DOMESTIC, 04:20, -5, 0, 5, 0, 6, 89, 46, 17, 7, 7
Flight13, DOMESTIC, 04:39, -8, 0, 8, 0, 8, 80, 33, 18, 7, 5
Flight14, DOMESTIC, 04:49, -7, 0, 7, 0, 2, 69, 39, 12, 8, 1
Flight15, DOMESTIC, 04:50, -8, 0, 8, 0, 4, 52, 46, 17, 8, 6
Flight16, DOMESTIC, 05:00, -1, 0, 1, 0, 2, 56, 37, 8, 5, 3
Flight17, DOMESTIC, 04:25, -7, 0, 7, 0, 3, 127, 43, 19, 1, 2
Flight18, DOMESTIC, 04:36, -9, 0, 9, 0, 9, 135, 25, 14, 8, 8
Flight19, DOMESTIC, 04:08, -9, 0, 9, 0, 7, 144, 34, 8, 4, 6
Flight20, DOMESTIC, 04:26, -3, 0, 3, 0, 6, 124, 32, 22, 8, 9
Flight21, DOMESTIC, 04:19, -9, 0, 9, 0, 9, 103, 49, 10, 3, 9
Flight22, DOMESTIC, 04:37, -4, 0, 4, 0, 7, 139, 33, 7, 4, 4
Flight23, DOMESTIC, 04:36, -7, 0, 7, 0, 1, 111, 45, 12, 8, 7
Flight24, DOMESTIC, 04:31, -5, 0, 5, 0, 6, 54, 49, 16, 1, 4
Flight25, DOMESTIC, 04:34, -2, 0, 2, 0, 2, 132, 43, 21, 2, 5
Flight26, DOMESTIC, 04:59, -5, 0, 5, 0, 4, 63, 40, 22, 8, 5
Flight27, DOMESTIC, 04:55, -8, 0, 8, 0, 9, 53, 26, 18, 1, 8
Flight28, DOMESTIC, 04:21, -2, 0, 2, 0, 9, 94, 29, 15, 8, 1
Flight29, DOMESTIC, 04:26, -5, 0, 5, 0, 4, 54, 33, 17, 6, 4
Flight30, DOMESTIC, 04:12, -9, 0, 9, 0, 2, 126, 47, 16, 4, 9
