Description, FlightType, DepartureTime, DefUncov, DefCov, AttUncov, AttCov, SELECTEE, UNKNOWN, LOWRISK1, LOWRISK2, LOWRISK3, LOWRISK4
Flight1, DOMESTIC, 04:55, -9, 0, 9, 0, 3, 71, 29, 21, 1, 1
Flight2, DOMESTIC, 05:00, -8, 0, 8, 0, 8, 90, 29, 10, 2, 9
Flight3, DOMESTIC, 04:31, -3, 0, 3, 0, 6, 67, 34, 15, 4, 4
Flight4, DOMESTIC, 04:13, -9, 0, 9, 0, 2, 139, 48, 16, 7, 3
Flight5, DOMESTIC, 04:22, -5, 0, 5, 0, 2, 121, 25, 17, 1, 7
Flight6, DOMESTIC, 04:19, -2, 0, 2, 0, 1, 133, 44, 18, 5, 6
Flight7, DOMESTIC, 04:10, -7, 0, 7, 0, 5, 88, 33, 12, 3, 6
Flight8, DOMESTIC, 04:53, -3, 0, 3, 0, 9, 102, 40, 24, 9, 2
Flight9, DOMESTIC, 04:04, -8, 0, 8, 0, 3, 69, 47, 6, 5, 6
Flight10, DOMESTIC, 04:22, -3, 0, 3, 0, 3, 107, 42, 6, 6, 5
Flight11, DOMESTIC, 04:47, -7, 0, 7, 0, 7, 142, 38, 19, 9, 5
Flight12, DOMESTIC, 04:45, -7, 0, 7, 0, 4, 54, 44, 9, 5, 1
Flight13, DOMESTIC, 04:27, -4, 0, 4, 0, 7, 119, 48, 8, 9, 6
Flight14, DOMESTIC, 04:13, -7, 0, 7, 0, 1, 64, 32, 8, 2, 2
Flight15, DOMESTIC, 04:06, -7, 0, 7, 0, 9, 77, 45, 14, 3, 4
Flight16, DOMESTIC, 04:07, -5, 0, 5, 0, 5, 77, 37, 7, 5, 5
Flight17, DOMESTIC, 04:36, -4, 0, 4, 0, 1, 122, 34, 21, 6, 5
Flight18, DOMESTIC, 04:54, -6, 0, 6, 0, 6, 59, 43, 9, 6, 3
Flight19, DOMESTIC, 04:47, -8, 0, 8, 0, 2, 117, 38, 19, 8, 4
Flight20, DOMESTIC, 04:39, -4, 0, 4, 0, 1, 129, 41, 19, 1, 9
Flight21, DOMESTIC, 04:17, -5, 0, 5, 0, 1, 79, 27, 15, 8, 2
Flight22, DOMESTIC, 04:52, -4, 0, 4, 0, 7, 73, 49, 17, 1, 7
Flight23, DOMESTIC, 04:35, -7, 0, 7, 0, 4, 61, 42, 7, 4, 4
Flight24, DOMESTIC, 04:40, -2, 0, 2, 0, 8, 142, 26, 12, 8, 7
Flight25, DOMESTIC, 04:58, -3, 0, 3, 0, 7, 128, 34, 23, 4, 2
Flight26, DOMESTIC, 04:41, -9, 0, 9, 0, 4, 81, 40, 15, 9, 6
Flight27, DOMESTIC, 04:50, -3, 0, 3, 0, 7, 82, 37, 21, 1, 9
Flight28, DOMESTIC, 04:24, -8, 0, 8, 0, 2, 63, 42, 18, 1, 3
Flight29, DOMESTIC, 04:25, -3, 0, 3, 0, 1, 53, 25, 23, 2, 6
Flight30, DOMESTIC, 04:36, -1, 0, 1, 0, 6, 142, 35, 7, 5, 6
