Description, FlightType, DepartureTime, DefUncov, DefCov, AttUncov, AttCov, SELECTEE, UNKNOWN, LOWRISK1, LOWRISK2, LOWRISK3, LOWRISK4
Flight1, DOMESTIC, 04:54, -8, 0, 8, 0, 6, 145, 41, 23, 4, 2
Flight2, DOMESTIC, 04:00, -10, 0, 10, 0, 7, 143, 27, 11, 7, 9
Flight3, DOMESTIC, 04:48, -4, 0, 4, 0, 9, 100, 40, 8, 3, 7
Flight4, DOMESTIC, 04:08, -1, 0, 1, 0, 9, 97, 25, 21, 3, 3
Flight5, DOMESTIC, 04:13, -3, 0, 3, 0, 2, 134, 27, 11, 7, 6
Flight6, DOMESTIC, 04:05, -6, 0, 6, 0, 5, 142, 37, 22, 5, 3
Flight7, DOMESTIC, 04:13, -6, 0, 6, 0, 6, 90, 36, 24, 6, 1
Flight8, DOMESTIC, 04:20, -9, 0, 9, 0, 9, 73, 46, 11, 9, 5
Flight9, DOMESTIC, 04:30, -2, 0, 2, 0, 9, 73, 30, 22, 9, 4
Flight10, DOMESTIC, 04:55, -10, 0, 10, 0, 1, 95, 47, 7, 9, 9
Flight11, DOMESTIC, 04:19, -6, 0, 6, 0, 4, 72, 31, 7, 4, 7
Flight12, DOMESTIC, 04:54, -6, 0, 6, 0, 6, 141, 46, 24, 1, 8
Flight13, DOMESTIC, 04:08, -3, 0, 3, 0, 4, 123, 32, 23, 9, 4
Flight14, DOMESTIC, 04:02, -4, 0, 4, 0, 3, 97, 25, 18, 6, 2
Flight15, DOMESTIC, 04:06, -3, 0, 3, 0, 9, 51, 34, 12, 4, 6
Flight16, DOMESTIC, 04:58, -6, 0, 6, 0, 7, 131, 38, 16, 8, 7
Flight17, DOMESTIC, 04:48, -6, 0, 6, 0, 3, 70, 47, 18, 4, 5
Flight18, DOMESTIC, 04:34, -9, 0, 9, 0, 8, 116, 39, 10, 3, 8
Flight19, DOMESTIC, 04:08, -5, 0, 5, 0, 4, 129, 40, 8, 6, 1
Flight20, DOMESTIC, 04:59, -1, 0, 1, 0, 6, 105, 32, 11, 1, 6
Flight21, DOMESTIC, 04:44, -3, 0, 3, 0, 5, 121, 30, 10, 9, 7
Flight22, DOMESTIC, 04:16, -4, 0, 4, 0, 5, 96, 33, 23, 6, 9
Flight23, DOMESTIC, 04:15, -4, 0, 4, 0, 2, 53, 47, 5, 3, 3
Flight24, DOMESTIC, 04:01, -9, 0, 9, 0, 7, 73, 28, 17, 1, 8
Flight25, DOMESTIC, 04:48, -10, 0, 10, 0, 2, 127, 47, 13, 3, 5
Flight26, DOMESTIC, 04:58, -3, 0, 3, 0, 7, 50, 42, 13, 7, 4
Flight27, DOMESTIC, 04:18, -9, 0, 9, 0, 9, 53, 39, 15, 2, 6
Flight28, DOMESTIC, 05:00, -8, 0, 8, 0, 1, 142, 37, 8, 5, 1
Flight29, DOMESTIC, 04:40, -2, 0, 2, 0, 1, 136, 48, 18, 1, 2
Flight30, DOMESTIC, 04:11, -5, 0, 5, 0, 9, 142, 27, 17, 1, 5
